record_id,route_id,observed_at,forecast_date,route_distance_km,historical_volume_7d_ton,historical_volume_30d_ton,bookings_7d,vessel_capacity_ton,commodity_index,is_holiday,port_congestion,weather_risk,fuel_price_index,economic_activity_index,lead_time_days,forecast_horizon_days,is_synthetic,provenance,demand_volume_ton,target_definition_version,dataset_version
b2f56d78-1351-578a-93cd-2131ba2ffb52,121f88e2-3270-530f-97a8-a15f9dfb554f,2023-01-13T11:00:00+00:00,2023-01-20T11:00:00+00:00,2926.495,925.327,3506.437,89,2193.722,0.920076,0,0.168954,0.17087,0.803572,0.890553,4.275,7,True,opticargo-synthetic-demand-forecast-generator-v1,969.819,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
d9c5c319-e41f-59d6-a8a5-689c67f0a365,1731ee8d-5f38-5a16-9133-e10a61755a55,2023-01-13T12:00:00+00:00,2023-01-20T12:00:00+00:00,528.968,1096.256,4297.899,113,1082.632,0.856885,0,0.274825,0.324155,0.844025,1.190625,9.611,7,True,opticargo-synthetic-demand-forecast-generator-v1,1075.393,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
b6e9b355-be76-5d6f-9385-49d3df6bc8c2,2c7085ad-d2dc-57b1-aca8-f5ee239adeb8,2023-01-13T18:00:00+00:00,2023-01-20T18:00:00+00:00,548.091,1390.437,5843.141,149,1029.168,1.195844,0,0.260723,0.059141,0.75948,1.095835,3.821,7,True,opticargo-synthetic-demand-forecast-generator-v1,1464.406,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
07a134ce-32a4-5194-9fdf-baa6d7847547,3a46f587-27e1-50d4-a602-1483195baa27,2023-01-14T03:00:00+00:00,2023-01-21T03:00:00+00:00,1810.185,1185.647,4844.014,203,1900.662,0.989371,1,0.347773,0.250443,0.940999,0.987284,24.131,7,True,opticargo-synthetic-demand-forecast-generator-v1,1481.469,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
05be5b0c-0f23-5722-9fc0-98082d05e06e,185c1deb-0411-5f84-8d84-a7dd670472c2,2023-01-14T06:00:00+00:00,2023-02-13T06:00:00+00:00,1376.059,1169.462,5413.873,200,837.345,0.940632,1,0.254708,0.11228,1.175128,1.090935,10.42,30,True,opticargo-synthetic-demand-forecast-generator-v1,4886.002,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
f6ece965-1fa3-5989-9822-dd9dc942e866,9c184baa-aa58-501a-be6b-771ee2e85a4b,2023-01-14T17:00:00+00:00,2023-01-21T17:00:00+00:00,2552.982,1021.148,5060.531,110,991.442,0.925095,1,0.356395,0.443534,1.001618,1.042208,2.568,7,True,opticargo-synthetic-demand-forecast-generator-v1,1101.15,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
794e2c7f-b636-560d-bf4b-47643e51641e,20ea3e25-8ffd-5e2d-9c60-1a23ae5a66e4,2023-01-14T22:00:00+00:00,2023-01-28T22:00:00+00:00,1671.344,1105.246,4350.329,92,1828.379,0.961678,1,0.687553,0.140732,1.16106,0.938012,10.762,14,True,opticargo-synthetic-demand-forecast-generator-v1,1628.265,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
f6955a9d-8e63-5eea-810d-89ab5e4b9312,88ff9ae1-94db-5e35-a5c0-8df5b33a9a16,2023-01-15T00:00:00+00:00,2023-01-22T00:00:00+00:00,2752.503,1359.094,5766.994,220,1008.344,1.025525,1,0.808447,0.073204,1.16926,1.099276,16.26,7,True,opticargo-synthetic-demand-forecast-generator-v1,1797.262,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
33c9d1e3-ee11-557b-b5ba-bc93532f2508,37638930-0bf1-5822-abed-075717d7e45d,2023-01-15T06:00:00+00:00,2023-01-22T06:00:00+00:00,1459.048,1437.637,6266.666,145,2099.56,1.219299,1,0.416017,0.265537,1.166217,0.889652,0.994,7,True,opticargo-synthetic-demand-forecast-generator-v1,1262.228,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
63532354-dd60-5c4a-9e41-e0813ba0eef0,7e0f69e6-12e7-5ab8-860a-d6a9912689cd,2023-01-15T12:00:00+00:00,2023-01-22T12:00:00+00:00,2599.193,1065.312,4658.431,150,370.87,0.959573,1,0.497069,0.354506,0.905799,0.91449,3.3,7,True,opticargo-synthetic-demand-forecast-generator-v1,705.442,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
fbf1d3ca-2130-55f8-8c08-dce5603d7673,39178abd-d82b-533d-8322-a1ebec9a842d,2023-01-15T20:00:00+00:00,2023-01-18T20:00:00+00:00,2541.697,1321.214,5402.058,207,1839.513,0.835235,1,0.391024,0.235762,0.630718,1.180506,2.497,3,True,opticargo-synthetic-demand-forecast-generator-v1,521.281,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
ade3e245-cf98-50ee-8b50-ec12e68e7ad7,e1ecd2d1-fcb0-53c4-8aeb-7b41ec05e01f,2023-01-16T05:00:00+00:00,2023-01-23T05:00:00+00:00,1214.536,1957.755,9044.097,268,793.739,1.292951,0,0.089049,0.275403,0.913158,1.114736,9.881,7,True,opticargo-synthetic-demand-forecast-generator-v1,1120.061,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
3c0b6c8c-d8ce-5063-a9a7-863ea83224e3,e966e87d-751d-5b67-a6be-a8270a48cc75,2023-01-16T07:00:00+00:00,2023-01-23T07:00:00+00:00,2613.435,1322.412,5489.085,248,1201.903,0.973698,0,0.189245,0.03726,0.924272,0.955079,6.11,7,True,opticargo-synthetic-demand-forecast-generator-v1,1507.083,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
22fd229a-f530-50b1-acab-4a6dac1ac583,2e37f5cb-5513-5942-ac2c-3e37791cd14b,2023-01-16T16:00:00+00:00,2023-02-15T16:00:00+00:00,2119.679,1245.345,6146.283,228,572.279,1.052005,0,0.110123,0.232683,1.03064,1.017168,12.311,30,True,opticargo-synthetic-demand-forecast-generator-v1,3748.14,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
aeee0419-1808-5396-8d57-071bf4951540,e0d13fac-5199-50ff-b66e-5174af4bdbe7,2023-01-16T21:00:00+00:00,2023-01-23T21:00:00+00:00,150.396,1542.752,5354.391,386,2403.223,0.923025,0,0.392668,0.286155,1.302964,1.05334,6.261,7,True,opticargo-synthetic-demand-forecast-generator-v1,1426.417,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
04d99e6c-a614-5f0f-9f1f-97c162dcac3b,c424c32c-8bac-55d3-8f57-167ba33ecd75,2023-01-17T03:00:00+00:00,2023-01-31T03:00:00+00:00,1573.602,1248.614,5137.166,111,1259.93,1.066402,0,0.118822,0.089322,0.745258,0.876245,11.829,14,True,opticargo-synthetic-demand-forecast-generator-v1,2573.288,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
18f4b3b7-89da-5ff1-8e66-20b6bb527610,88f10b8f-b35b-5a0a-a602-ae6d9fe30b46,2023-01-17T06:00:00+00:00,2023-01-24T06:00:00+00:00,160.037,1777.035,6290.245,129,1523.199,1.128748,0,0.336459,0.097027,0.868984,1.008597,6.057,7,True,opticargo-synthetic-demand-forecast-generator-v1,2051.115,route-demand-volume-v1,synthetic-demand-forecast-2026-07-30-seed43
